date,open,high,low,close,volume,hold,settle,symbol
2024-02-28,68990.0,69020.0,68730.0,68760.0,20411,97650,68850.0,CU2405
2024-02-29,68640.0,68990.0,68550.0,68960.0,28348,102259,68750.0,CU2405
2024-03-01,68950.0,69110.0,68830.0,68890.0,30133,106425,68950.0,CU2405
2024-03-04,68780.0,69200.0,68720.0,69150.0,35449,114491,68970.0,CU2405
2024-03-05,69250.0,69340.0,69010.0,69040.0,25409,117910,69160.0,CU2405
2024-03-06,69110.0,69200.0,68930.0,69080.0,26040,118770,69050.0,CU2405
2024-03-07,69210.0,69590.0,69120.0,69540.0,56914,134950,69430.0,CU2405
2024-03-08,69930.0,70230.0,69690.0,69990.0,85499,152099,69940.0,CU2405
2024-03-11,69580.0,69960.0,69310.0,69490.0,63684,147835,69560.0,CU2405
2024-03-12,69560.0,69920.0,69560.0,69900.0,50348,160203,69710.0,CU2405
2024-03-13,69960.0,70460.0,69580.0,70420.0,108688,182645,70030.0,CU2405
2024-03-14,71200.0,72470.0,71080.0,71570.0,208137,214126,71680.0,CU2405
2024-03-15,71600.0,73270.0,71550.0,73130.0,180312,230419,72400.0,CU2405
2024-03-18,72930.0,73440.0,72700.0,72830.0,168439,231671,73070.0,CU2405
2024-03-19,73130.0,73900.0,72510.0,72920.0,197326,225160,73270.0,CU2405
2024-03-20,72420.0,72890.0,72350.0,72620.0,101659,218643,72620.0,CU2405
2024-03-21,72230.0,73530.0,72080.0,73240.0,127570,221852,72870.0,CU2405
2024-03-22,72920.0,73060.0,72130.0,72290.0,117366,205497,72520.0,CU2405
2024-03-25,72180.0,72690.0,72150.0,72300.0,88788,200899,72430.0,CU2405
2024-03-26,72180.0,72570.0,71720.0,72000.0,101264,190762,72140.0,CU2405
2024-03-27,72250.0,72300.0,71860.0,72090.0,68992,189240,72070.0,CU2405
2024-03-28,71840.0,72660.0,71640.0,72500.0,101206,187803,72180.0,CU2405
2024-03-29,72310.0,72620.0,72060.0,72530.0,83310,178865,72330.0,CU2405
2024-04-01,72600.0,73190.0,72500.0,73100.0,75189,176465,72820.0,CU2405
2024-04-02,72880.0,73370.0,72840.0,73230.0,65008,177128,73100.0,CU2405
